price,description,specification,images,location,contact_info
5041427.50,"236D3 SKID STEER LOADER,236D3 SSL DCA4A,BATTERY,HD,DISCONNECT, 850 CCA,CAB PACKAGE, PRO PLUS,CERTIFICATION ARR, P65,DOOR, CAB, GLASS,Engine,HEATER, ENGINE COOLANT, 120V,INSTRUCTIONS, ANSI, USA,Online Owner's Manual ,PRODUCT LINK, CELLULAR PL243,REAR LIGHTS,RIDE CONTROL, NONE,SEAT BELT, 2"",TIRES, 12X16.5 10PR CAT","{'Year': '2022', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '236D', 'Condition': 'Used', 'Stock Number': 'UC0002482', 'MLS Number': '12362252', 'Serial Number': 'KXL01980', 'Usage': '769 Hours', 'Drive Type': '4WD', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43389/Skid-Steers-Caterpillar-236D-41386516.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43389/Skid-Steers-Caterpillar-236D-41386520.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43389/Skid-Steers-Caterpillar-236D-41386522.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43389/Skid-Steers-Caterpillar-236D-41386525.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43389/Skid-Steers-Caterpillar-236D-41386527.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43389/Skid-Steers-Caterpillar-236D-41386529.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43389/Skid-Steers-Caterpillar-236D-41386532.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43389/Skid-Steers-Caterpillar-236D-41386534.jpg']"," Located in City Of Industry, CA, US",+1 855-937-4699
3068695.00,Salvage Rebuilt Title.,"{'Year': '2018', 'Category': 'Hopper / Grain Trailers', 'Manufacturer': ' ', 'Model': 'Other', 'Condition': 'Used', 'Stock Number': 'IDE19-351', 'MLS Number': '12690768', 'VIN': '1T92C4326J0007390', 'Length': '43 ft.', 'Width': '96 in.', 'Suspension': '4 Bag Air Ride', 'Composition': 'Aluminum', 'Number of Rear Axles': 'Tandem Axle', 'Axle Type': 'Fixed', 'Tires': 'Hubtrac', 'Tire Size': '295/75R22.5', 'Tire Inflation System': 'No', '# of Tires': '8', 'Includes Tarp': 'Yes', 'Includes Warranty': 'Yes', 'Warranty Term in Months': '1', 'State DOT': 'No'}","['https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-Other-55417857.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506384.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506385.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506394.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506395.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506396.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506386.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506388.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506389.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506390.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506391.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506392.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506393.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/53027/Hopper--Grain-Trailers-Cornhusker-unknown-45506387.jpg']"," Located in San Bernardino, CA, US",+1 909-356-2030
3770111.00,"2021 Bobcat S66, Only 1077 hours, NEW Solid Tires, JOYSTICK CONTROLS, NEW 66"" Bucket, READY TO WORK!, Call Christopher Lillo 310~977~7903","{'Year': '2021', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'S66', 'Condition': 'Used', 'Stock Number': 'CA08162022CL', 'MLS Number': '11548073', 'Serial Number': 'B4SA12475', 'Usage': '1,077 Hours', 'Drive Type': '4WD', 'Two-Speed': 'Yes', 'Enclosed Cab': 'No', 'Telematics': 'Yes', 'Quick Coupler': 'Yes', 'Video': ' Watch Video', 'Video 2': ' Watch Video'}","['https://d2uhsaoc6ysewq.cloudfront.net/55712/Skid-Steers-Bobcat-S66-31385127.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/55712/Skid-Steers-Bobcat-S66-31385128.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/55712/Skid-Steers-Bobcat-S66-31385129.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/55712/Skid-Steers-Bobcat-S66-31385130.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/55712/Skid-Steers-Bobcat-S66-31385131.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/55712/Skid-Steers-Bobcat-S66-31385132.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/55712/Skid-Steers-Bobcat-S66-30850004.jpg']"," Located in Los Angeles, CA, US",+1 310-977-7903
6926483.00,"*CONTROL, ISO, PROP, WT,*DISPLAY, ADVANCED, LCD, CAMERA,*FAN,COOLING, DEMAND, REVERSING,*FILM,TWO SPEED W/HIGH FLOW XPS,*HYDRAULICS, PERFORMANCE, (H3),*LIGHTS, LED,*POWERTRAIN, TWO SPEED,*ROPS, ENCLOSED WITH A/C (C3),*SEAT,AIR SUSPENSION,CLOTH,HEAT,*STANDARD RADIO(12V),BLUETOOTH,BATTERY, HEAVY DUTY, 850 CCA,CAB PACKAGE, ULTRA,CERTIFICATION ARR, P65,COUNTERWEIGHT,MACHINE,EXTERNAL,DOOR, CAB, POLYCARBONATE,FACTORY PDI,FILM, SELF LEVEL, ANSI,HEATER, ENGINE COOLANT, 120V,INSTRUCTIONS, ANSI, USA,Online Owner's Manual ,PRODUCT LINK, CELLULAR PL243,QUICK COUPLER, HYDRAULIC,REAR LIGHTS,RIDE CONTROL, NONE,SEAT BELT, 2"",SERIALIZED TECHNICAL MEDIA KIT,TIRES, 12/16.5 CAT 10PR","{'Year': '2023', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '272D3', 'Condition': 'Used', 'Stock Number': 'U151248', 'MLS Number': '13539385', 'Serial Number': 'TP900414', 'Usage': '1,475 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42825/Skid-Steers-Caterpillar-272D3-56546314.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42825/Skid-Steers-Caterpillar-272D3-56546315.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42825/Skid-Steers-Caterpillar-272D3-56546316.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42825/Skid-Steers-Caterpillar-272D3-56546317.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42825/Skid-Steers-Caterpillar-272D3-56546318.jpg']"," Located in Norman, OK, US",+1 877-496-1026
4471527.00,"2 Speed Travel,Auxiliary Hydraulics Flow - Standard Flow,Bucket,Coupler Type - Mechanical,Customer Value Agreement (CVA) 500 HOUR FILTERS ONLY FROM TIME OF SALE ,Remaining Factory Warranty PWT, HDY, TECH Expires 09-22-26 or 3000 Hours ,ROPS - Open,RUBBER TRACKS""","{'Year': '2023', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '249D3', 'Condition': 'Used', 'Stock Number': 'EQN242056', 'MLS Number': '13365214', 'Serial Number': 'WKD00225', 'Usage': '361 Hours', 'Rating': 'Good'}","['https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004598.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004599.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004600.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004601.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004602.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004603.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004604.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004605.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004606.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004607.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004608.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004609.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004610.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004611.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004612.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004613.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004614.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004615.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004616.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004617.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42743/Skid-Steers-Caterpillar-249D3-54004618.jpg']"," Located in Montgomery, AL, US",+1 855-627-3642
4497830.10,"2 Speed Travel,Air Conditioning,Aux Hyd,COUPLER: HYDRAULIC,Heater,HYDRAULICS: STANDARD FLOW,Online Owner's Manual ,ROPS: ENCLOSED,Self Leveling","{'Year': '2017', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '299D2', 'Condition': 'Used', 'Stock Number': 'E184083', 'MLS Number': '13674757', 'Serial Number': 'FD202798', 'Usage': '2,838 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/15723/Skid-Steers-Caterpillar-299D2-58525269.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/15723/Skid-Steers-Caterpillar-299D2-58525270.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/15723/Skid-Steers-Caterpillar-299D2-58525271.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/15723/Skid-Steers-Caterpillar-299D2-58525272.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/15723/Skid-Steers-Caterpillar-299D2-58525273.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/15723/Skid-Steers-Caterpillar-299D2-58525274.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/15723/Skid-Steers-Caterpillar-299D2-58525277.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/15723/Skid-Steers-Caterpillar-299D2-58525279.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/15723/Skid-Steers-Caterpillar-299D2-58525281.jpg']"," Located in Show Low, AZ, US",+1 855-927-3923
4909912.00,"*CONTROL, ISO, PROP, WT,*DISPLAY, ADVANCED, LCD, CAMERA,*FAN, COOLING, DEMAND,*FILM,TWO SPEED W/HIGH FLOW XPS,*HYDRAULICS, PERFORMANCE, (H3),*LIGHTS, LED,*QUICK COUPLER, HYDRAULIC,*ROPS, ENCLOSED WITH A/C (C3),*RUBBER BELT, 2 SPD, TF IDLERS,*SEAT,AIR SUSPENSION,CLOTH,HEAT,*STANDARD RADIO(12V),BLUETOOTH,BATTERY,HD,DISCONNECT, 850 CCA,CAB PACKAGE, ULTRA,CERTIFICATION ARR, P65,COUNTERWEIGHT,MACHINE,EXTERNAL,DOOR, CAB, POLYCARBONATE,FILM, SELF LEVEL, ANSI,HEATER, ENGINE COOLANT, 120V,INSTRUCTIONS, ANSI, USA,LANE 3 ORDER,Online Owner's Manual ,PACK, DOMESTIC TRUCK,PRODUCT LINK, CELLULAR PL243,REAR LIGHTS,RIDE CONTROL, NONE,SC3F75,SEAT BELT, 3"",SERIALIZED TECHNICAL MEDIA KIT,SHIPPING/STORAGE PROTECTION,TRACK,RUBBER,450MM(17.7IN)BLCK","{'Year': '2022', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '289D3 H20', 'Condition': 'Used', 'Stock Number': '037779', 'MLS Number': '13746655', 'Serial Number': 'JX911541', 'Usage': '2,273 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42750/Skid-Steers-Caterpillar-289D3-H20-59702527.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42750/Skid-Steers-Caterpillar-289D3-H20-59702528.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42750/Skid-Steers-Caterpillar-289D3-H20-59702529.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42750/Skid-Steers-Caterpillar-289D3-H20-59702530.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42750/Skid-Steers-Caterpillar-289D3-H20-59702531.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42750/Skid-Steers-Caterpillar-289D3-H20-59702532.jpg']"," Located in Chula Vista, CA, US",+1 833-977-3140
3068695.00,"2 Speed Travel,Air Conditioner,Coupler Type - Hydraulic,Emissions Level - EPA - Tier4,Emissions Level - EU - Stage3b,Emissions Level - Japan - 2014 Regulation,Emissions Level - Korea - Korea-Tier4,Emissions Level - Switzerland - Switzerland,Heater / Defroster,Lighting,Online Owner's Manual ,Product Link,Radio - Bluetooth,Regulatory Marking,Regulatory Status,Tier 1 Compliant,Tier 2 Compliant,Ultra Low Sulfur Diesel Fuel","{'Year': '2017', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '259D', 'Condition': 'Used', 'Stock Number': 'GR2133', 'MLS Number': '13641710', 'Serial Number': 'FTL11813', 'Usage': '2,525 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/54300/Skid-Steers-Caterpillar-259D-58016332.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54300/Skid-Steers-Caterpillar-259D-58016333.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54300/Skid-Steers-Caterpillar-259D-58016334.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54300/Skid-Steers-Caterpillar-259D-58016335.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54300/Skid-Steers-Caterpillar-259D-58016336.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54300/Skid-Steers-Caterpillar-259D-58016337.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54300/Skid-Steers-Caterpillar-259D-58016338.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54300/Skid-Steers-Caterpillar-259D-58016340.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54300/Skid-Steers-Caterpillar-259D-58016342.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54300/Skid-Steers-Caterpillar-259D-58016344.jpg']"," Located in Richland, MS, US",+1 601-939-5151
5699005.00,Online Owner's Manual ,"{'Year': '2021', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '299D3 XE', 'Condition': 'Used', 'Stock Number': 'HR5862', 'MLS Number': '12636887', 'Serial Number': 'BX903229', 'Usage': '2,195 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-44723949.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-44723951.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-44723952.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-44723954.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-44723956.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-44723958.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-45447565.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-45447567.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-45447568.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-45447569.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-45447570.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-45447571.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-45447572.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43081/Skid-Steers-Caterpillar-299D3-XE-45447574.jpg']"," Located in Hattiesburg, MS, US",+1 855-734-0703
8329315.00,"2 Speed Travel,Auxiliary Hydraulics Flow - High Flow,Coupler Type - Hydraulic,Emissions Level - EPA - Tier4,Emissions Level - Korea - Korea-Tier4 Final,Heater / Defroster,Lighting,Online Owner's Manual ,Pilot Control,Product Link,Radio - AM FM Radio,ROPS - Enclosed,Self Leveling,Ultra Low Sulfur Diesel Fuel","{'Year': '2023', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '299D3', 'Condition': 'Used', 'Stock Number': 'CES002331', 'MLS Number': '12654544', 'Serial Number': 'DY908746', 'Usage': '443 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925947.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925949.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925951.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925954.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925956.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925958.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925959.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925961.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925963.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925964.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925967.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925969.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925970.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925972.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925974.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925975.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925977.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925978.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925980.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925981.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925982.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925984.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925985.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925987.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925989.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925990.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925992.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925993.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925994.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925995.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925996.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/3709/Skid-Steers-Caterpillar-299D3-44925997.jpg']"," Located in Paradise, TX, US",+1 855-659-2201
3726272.50,,"{'Year': '2021', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'T770', 'Condition': 'Used', 'Stock Number': 'SUPER LOADED - 92 HP TURBO - HIGH FLOW', 'MLS Number': '13449034', 'Serial Number': 'AT6330313', 'Usage': '1,652 Hours', 'Weight': '11000', 'Horse Power': '92 HP', 'Engine Type': '3.8', 'Fuel Type': 'Diesel', 'Fuel Capacity': '28.0 gal', 'Engine Block Header': 'Yes', 'Drive Type': 'Track', 'Two-Speed': 'Yes', 'Enclosed Cab': 'Yes', 'Track % Remaining': '97%', 'Undercarriage % Remaining': '97%', 'Air Conditioning': 'Yes', 'Heating': 'Yes', 'GPS/Machine Control': 'Yes', 'Attachment Type': 'Bucket', 'Bucket Type': 'GP Bucket', 'Bucket Width': '84 in.', 'Quick Coupler': 'Yes', 'Hydraulic High Flow': 'Yes', 'Lift Capacity in Tons': '4 ton', 'Lift Capacity in Lbs': '8000 lbs.', 'Includes Warranty': 'Yes', 'Warranty Expiration Date': '30 DAYS PART / LABOR', 'Website': 'More information'}","['https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754790.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754797.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754789.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754796.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754794.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754792.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754793.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754795.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754803.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754799.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754774.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754775.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754776.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754779.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754780.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754781.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754782.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754783.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754784.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754785.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754786.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754787.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754778.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754777.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754791.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754798.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754800.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754801.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754802.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754804.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754806.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754807.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754808.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754809.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754810.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754788.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754813.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754814.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754812.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/60982/Skid-Steers-Bobcat-T770-59754811.jpg']"," Located in Pompano Beach, FL, US",+1 954-367-3867
